id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
5682,Donald Trump,1,Yes,1,Positive,1,None of the above,0.6932,freestyldesign,0,"So looking forward to listening to @DRShow's news roundup this morning! 
""You couldn't look away"" #GOPDebate 
http://t.co/o8rTITVGdt",07-08-2015 09:44,6.30E+17,"818 the valley, baby",Pacific Time (US & Canada)
6310,No candidate mentioned,1,Yes,1,Neutral,0.6966,None of the above,1,patteecakes9,728,RT @laureldavilacpa: #Hillary2016 is watching the #GOPdebate  ha ha ha ha ha ha!  https://t.co/mzdC9LRDlu,,6.30E+17,Il USA,Eastern Time (US & Canada)
13475,No candidate mentioned,1,No,1,Positive,0.6703,None of the above,1,LisaBloom,19,Best closing statement: @RealBenCarson #GOPDebate,07-08-2015 09:41,6.30E+17,North Carolina,Eastern Time (US & Canada)
5658,Donald Trump,0.6522,Yes,1,Positive,1,None of the above,1,OStateFanVicki,0,RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,07-08-2015 09:44,6.30E+17,Occupied Amerika,Atlantic Time (Canada)
4280,No candidate mentioned,0.4828,Yes,0.6948,Positive,0.6948,None of the above,0.4828,TexasCruzn,1,Retrospect. I liked way @ScottWalker was respectfully #listening to other candidates in #gopdebate pictures. Very revealing.,07-08-2015 09:43,6.30E+17,The Green Hell,
5200,No candidate mentioned,1,No,1,Negative,1,None of the above,0.6517,alabamafan2,0,"#GOPDebate: a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsals
http://t.co/YHvNoEinyi",07-08-2015 09:49,6.30E+17,,
7546,No candidate mentioned,1,No,1,Neutral,0.6591,Racial issues,1,briaslide,4416,"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
httpâ€¦",,6.30E+17,"Washington, DC",Atlantic Time (Canada)
14796,No candidate mentioned,1,No,1,Positive,0.3409,Gun Control,1,elvislver56,13,RT @RealBenCarson: Just wanted to say good luck to all the #GOPDebate candidates taking the stage shortly for the First Debate at 5:00PM.,07-08-2015 09:43,6.30E+17,,Atlantic Time (Canada)
6681,No candidate mentioned,1,No,1,Negative,1,FOX News or Moderators,1,Conssista,0,@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter,07-08-2015 09:49,6.30E+17,"Long Island, NY",
8140,Donald Trump,1,Yes,1,Negative,1,None of the above,1,Lady_NoNo,18,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",07-08-2015 09:49,6.30E+17,,Atlantic Time (Canada)
14994,No candidate mentioned,1,No,1,Positive,0.668,Jobs and Economy,0.7005,Ritmoyclase2,269,"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPDâ€¦",07-08-2015 09:40,6.30E+17,,
3343,No candidate mentioned,0.4123,No,0.6421,Neutral,0.3263,FOX News or Moderators,0.4123,TVNewsLab,0,Most retweeted for #GOPDebate #wakeupeveryone https://t.co/R4JUZdFQ52,,6.30E+17,78721,Central Time (US & Canada)
4015,,0.227,Yes,0.6517,Positive,0.6517,,0.227,TrumpIssues,0,RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY,07-08-2015 09:45,6.30E+17,"Nashville, TN",Central Time (US & Canada)
13095,No candidate mentioned,1,Yes,1,Positive,0.678,None of the above,1,catzzzzzpajamas,1,GmaDawny: RT RhondaWatkGwyn: #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet http://t.co/Ba4O0Kwluu,07-08-2015 09:45,6.30E+17,Everywhere,Pacific Time (US & Canada)
9267,Marco Rubio,0.4123,Yes,0.6421,Neutral,0.3263,None of the above,0.4123,SteegVan,14,"#GOPDebate One critique: Not a debate as much as a ""get to know your candidates."" One Q per all the big problems in the world. Dissatisfying",,6.30E+17,,Eastern Time (US & Canada)
8948,Donald Trump,1,Yes,1,Positive,1,None of the above,0.6752,AixZani,395,"RT @GordonPress: I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate",07-08-2015 09:41,6.30E+17,#UniteBlue ,Eastern Time (US & Canada)
7079,Donald Trump,0.7173,Yes,1,Positive,0.7173,None of the above,1,Born2RunJosh,79,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,07-08-2015 09:45,6.30E+17,"West Haven, CT",Eastern Time (US & Canada)
10903,No candidate mentioned,1,Yes,1,Neutral,1,Abortion,1,jcmarder,0,"RT @GetEQUAL: Who said it, #KKKorGOP? â€œWe need a hundred more like Jesse Helms in the U.S. Senate.â€ #GOPdebate",,6.30E+17,,Central Time (US & Canada)
7119,Marco Rubio,1,No,1,Positive,0.6629,Immigration,1,TheBaxterBean,10,RT @tedcruz: A great #GOPDebate discussing issues important to the American people: https://t.co/WeMKfA9vLN Join our fight: https://t.co/xVâ€¦,07-08-2015 09:44,6.30E+17,"Salt Lake City, UT",
6163,Donald Trump,0.6599,No,1,Neutral,0.6599,None of the above,1,paryparpari,116,#GOPDebate #BlackTwitter about last night https://t.co/Zh9M8Bx4vb,,6.30E+17,People's Republic of Broward,
3277,Donald Trump,1,Yes,1,Neutral,1,None of the above,1,owlzly,0,Last night's debate made all of us feel little like we could be Jon Stewart #GOPDebate #JonVoyage,,6.30E+17,,
5868,No candidate mentioned,1,No,1,Positive,1,None of the above,1,SeaBassThePhish,0,"RT @4gen234: Cruz has had very little mic time, but he's made good use of his time. #GOPDebate #CruzCrew",07-08-2015 09:42,6.30E+17,,Eastern Time (US & Canada)
3865,Donald Trump,1,Yes,1,Negative,1,None of the above,1,kanova,0,"RT @natycar74: http://t.co/wrmBJKVhNr.Candidate.Mentioned.Inequality! Not, one!!! #GOPDebate",07-08-2015 09:47,6.30E+17,NY,Eastern Time (US & Canada)
11980,Mike Huckabee,1,Yes,1,Positive,1,None of the above,1,TheDonkeyHotey,176,RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate,07-08-2015 09:40,6.30E+17,"Morgantown, WV",Atlantic Time (Canada)
7749,Donald Trump,0.6921,No,1,Neutral,1,FOX News or Moderators,1,JCArgentum,310,"RT @fakedansavage: Paul to Trump: ""The Republican party has been fighting against single-payer for a decade."" Um... for 75 years, actually.â€¦",,6.30E+17,"San Marino, California",Pacific Time (US & Canada)
3442,Donald Trump,1,No,1,Neutral,1,None of the above,0.6211,justanothersnl,11,"RT @EricTTung: ""I never heard the word income equality, climate change, voting rights."" via @BarbaraBoxer #GOPDebate",,6.30E+17,,
6111,No candidate mentioned,1,No,1,Neutral,1,Women's Issues (not abortion though),1,grady77,95,"Fun game: When re-watching the #GOPDebate replace the word ""God"" with ""Koch Bros"" or ""Reagan.""",,6.30E+17,Earth,Mountain Time (US & Canada)
8798,No candidate mentioned,1,No,1,Positive,1,None of the above,1,alabamafan2,0,"On substance, Rand Paul bested Christie Kreme. http://t.co/GCsszPjtHT #NSA #GOPDebate #StandwithRand",07-08-2015 09:43,6.30E+17,Beverly Hills Adjacent!,Pacific Time (US & Canada)
14555,No candidate mentioned,1,No,1,Positive,0.6196,None of the above,1,PhillipsTaylorR,1,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",07-08-2015 09:45,6.30E+17,,
13651,No candidate mentioned,1,No,1,Neutral,1,None of the above,0.6364,magicfreak81,0,"RT @SFSK8rGrrl: I Won! (Did You?)
#F2B @JChurchRadio @fadernauts #GOPDebate https://t.co/IylGGDhzEJ",,6.30E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
5432,No candidate mentioned,1,Yes,1,Negative,1,Immigration,1,hapkidobigdad,5,They are trying to keep Rand Paul out of the debate like they did with his father. #GOPDebate #tcot #tlot http://t.co/cst2rRdnL7,07-08-2015 09:46,6.30E+17,"DC, Capitol Trill",
5493,No candidate mentioned,1,No,1,Negative,0.7065,Women's Issues (not abortion though),1,flammi,0,RT @deray: Christie comes across as a bully. But the bully that reminds you that he hurts people because it's in their best interests. #GOPâ€¦,07-08-2015 09:46,6.30E+17,"IN YOUR HEAD, MOM'S BASEMENT ",
10858,No candidate mentioned,1,No,1,Neutral,0.3407,None of the above,0.6703,scotmcesler,0,"RT @pondlizard: Ted Cruz reacts to Fox News GOP debate on ""Hannity"" http://t.co/B4LzAIhOk3 via @YouTube #GOPdebate",,6.30E+17,"Durham, North Carolina",Eastern Time (US & Canada)
2858,Donald Trump,1,Yes,1,Positive,1,Women's Issues (not abortion though),0.6489,Shirleystopirs,2,Holy crap! &gt; http://t.co/q81ysLXE47 ~ this lady is as sharp as it gets &gt; @CarlyFiorina ~ watch out boys! #GOPDebate,07-08-2015 09:42,6.30E+17,The Fla,Eastern Time (US & Canada)
787,No candidate mentioned,1,Yes,1,Negative,1,FOX News or Moderators,0.6667,StrivingAlly,3,RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their bâ€¦,07-08-2015 09:48,6.30E+17,"ÃœT: 1.322264,103.790868",Eastern Time (US & Canada)
1206,No candidate mentioned,1,Yes,1,Positive,0.6556,None of the above,1,Shirleystopirs,1,RT @4BillLewis: #SocialMedia and the #FoxNews #GOPDebate are the future. #jebbush #MarcoRubio #scottwalker #realbencarson #JohnKasich #Chriâ€¦,07-08-2015 09:43,6.30E+17,The only surviving town in RI,Eastern Time (US & Canada)
11242,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,meluntch,5,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,07-08-2015 09:48,6.30E+17,U.S.A,Eastern Time (US & Canada)
7303,No candidate mentioned,1,No,1,Positive,1,None of the above,1,RefinedHippy,0,I don't like @megynkelly but I will defend her from any obnoxious buffoon calling her a bimbo and insulting women. #GOPDebate,07-08-2015 09:43,6.30E+17,Florida,Eastern Time (US & Canada)
5579,Donald Trump,0.7173,No,1,Positive,0.7173,None of the above,1,Born2RunJosh,79,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,07-08-2015 09:45,6.30E+17,"West Haven, CT",Eastern Time (US & Canada)
13518,Donald Trump,0.6404,Yes,1,Neutral,0.6629,FOX News or Moderators,1,ERNESTZorro,7,RT @bruneski: Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCar,,6.30E+17,,
10465,Donald Trump,1,Yes,1,Positive,0.663,FOX News or Moderators,1,theyshootactors,1,"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016",07-08-2015 09:41,6.30E+17,Michigan,Quito
3749,Donald Trump,1,Yes,1,Negative,1,None of the above,1,RTDNEWS,1,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,07-08-2015 09:48,6.30E+17,The Fla,Eastern Time (US & Canada)
6033,No candidate mentioned,1,Yes,1,Neutral,0.6629,None of the above,1,litvakfeliks,0,RT @AC360: It wasnâ€™t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwEâ€¦,,6.30E+17,,Atlantic Time (Canada)
3863,No candidate mentioned,1,Yes,1,Negative,0.6364,FOX News or Moderators,1,DebndanfarrDeb,7,RT @roseperson: @TheDailyEdge @kharyp Jeb Bush promised families the fallen troops won't have died in vain. How about victims of gun violenâ€¦,07-08-2015 09:47,6.30E+17,Twitter,
14184,No candidate mentioned,0.4218,No,0.6495,Negative,0.6495,FOX News or Moderators,0.4218,theAlexHanson,0,"RT @realDonaldTrump: ""@FrankLuntz: I'm getting a lot of @MegynKelly hatemail tonight. ðŸ˜† #GOPDebate"" She is totally overrated and angry. Sheâ€¦",07-08-2015 09:49,6.30E+17,"Arizona, USA",Pacific Time (US & Canada)
6650,Scott Walker,1,No,1,Negative,0.6853,Abortion,1,LaraLuis20,477,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",07-08-2015 09:49,6.30E+17,,
5943,No candidate mentioned,1,Yes,1,Positive,1,FOX News or Moderators,1,JustinDGriner,0,"@FoxNews #GOPDebate In the end, impressed with questions and moderators.  Kudos to Fox News.",07-08-2015 09:41,6.30E+17,,
1831,No candidate mentioned,1,No,1,Neutral,0.3488,None of the above,0.6744,Nic_Pel,0,RT @Totalbiscuit: So the #GOPDebate made David Cameron look practically sane by comparison. Being a British leftie in the US is a bizarre eâ€¦,,6.30E+17,,Eastern Time (US & Canada)
3241,No candidate mentioned,0.461,No,0.679,Neutral,0.3432,Abortion,0.461,outlawjoZ,0,"RT @MrPolyatheist: Because you know, god is real but climate change isn't. #GOPDebate  https://t.co/JmM8vRNKtM",,6.30E+17,,Central Time (US & Canada)
11308,Scott Walker,0.4689,Yes,0.6848,Negative,0.6848,Abortion,0.4689,elvislver56,12,"RT @MattyIceAZ: US Economy added 215,000 jobs in July. This must be the result of ""job-killing Obamacare"" Republicans talked about last nigâ€¦",07-08-2015 09:47,6.30E+17,"Sacramento, CA",Alaska
963,Donald Trump,1,Yes,1,Negative,0.7056,None of the above,0.7056,645ciDIVA,0,The #GOPDebate in 6 seconds: https://t.co/8hZOwUufpo,07-08-2015 09:46,6.30E+17,USA ,
4736,No candidate mentioned,1,Yes,1,Neutral,0.6932,None of the above,1,paulrikmans,4,"RT @GovMikeHuckabee: Without a secure border, nothing matters --&gt; http://t.co/9da0D98KdW #ImWithHuck #GOPDebate http://t.co/9iTfSTTJRk",,6.30E+17,,Quito
8339,John Kasich,1,Yes,1,Negative,0.6624,None of the above,1,KarenCrow6,1,RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj #GOPDebate #FightFor15 http://t.câ€¦,07-08-2015 09:47,6.30E+17,Live Free Or Die,Eastern Time (US & Canada)
13085,No candidate mentioned,0.4589,Yes,0.6774,Positive,0.6774,Religion,0.4589,zach_stielper,8,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",07-08-2015 09:45,6.30E+17,Fayettechill/ 'Homa,Eastern Time (US & Canada)
855,Donald Trump,1,Yes,1,Negative,1,None of the above,0.6477,eadswins,1,"RT @Norsu2: Rand Paul could drop out of top 10 w dreadful, petulent debate. Fiorina moves up #gopdebate #tcot",07-08-2015 09:47,6.30E+17,toronto,Eastern Time (US & Canada)
7221,No candidate mentioned,1,No,1,Positive,1,LGBT issues,0.6591,gearhead81,1,@DerrickBMartin: Stand-outs #GOPDebate   1.@marcorubio 2.@CarlyFiorina 3.@tedcruz 4.@RealBenCarson 5.@RickSantorum,07-08-2015 09:43,6.30E+17,East LA aka East Lower Alabama,Central Time (US & Canada)
13270,No candidate mentioned,1,Yes,1,Positive,0.6562,Healthcare (including Medicare),0.6979,Mr_BrandonLewis,2,I Strongly Suggest Everyone To Listen To Dennis Prager Today.  #GOPDebate,07-08-2015 09:43,6.30E+17,#gunrights #legalimmigration,Alaska
11303,No candidate mentioned,1,No,1,Negative,0.6813,None of the above,1,KarenHoy1,3946,"#gopdebate Both debate stages were so filled with liars, traitors, double-talking cheaters, deceiving misogynists it stunk to high heaven.",07-08-2015 09:47,6.30E+17,,
3138,Marco Rubio,0.4233,Yes,0.6506,Neutral,0.3373,Abortion,0.4233,JoWesterhof,350,RT @ThePatriot143: You Don't have to support Trump to realize that every question was delivered in a Backhanded manner #GOPDebate http://t.â€¦,,6.30E+17,"Athens, Ga",
10954,Marco Rubio,1,No,1,Neutral,0.6562,None of the above,1,KevsKreations,0,RT @Badpie24: So this sums up the entire #GOPDebate I suppose. http://t.co/FbaSoZc54U #clowncardumpsterfire,,6.30E+17,,Central Time (US & Canada)
10728,John Kasich,0.678,Yes,1,Neutral,0.6615,Jobs and Economy,1,kevinburger72,73,RT @RealBenCarson: My Pre #GOPDebate 'ritual'. #BC2DC16  https://t.co/agbMc4nBM5,,6.30E+17,Arizona,Arizona
1513,No candidate mentioned,1,No,1,Neutral,0.6957,None of the above,1,wiggerblonde,0,RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD,,6.30E+17,"Fargo, ND",Central Time (US & Canada)
3496,No candidate mentioned,1,No,1,Neutral,1,FOX News or Moderators,1,LawrenceLange1,60,"New @DocThompsonShow &amp; @skiplacombe w/ post #GOPDebate discussion up on-demand!

http://t.co/jrB4OxcjZA",,6.30E+17,Michigan,Atlantic Time (Canada)
8906,No candidate mentioned,0.4398,Yes,0.6632,Positive,0.3368,None of the above,0.4398,bloodletting911,0,"RT @billmckibben: Glad to see climate change a key theme of tonight's #gopdebate. We may differ on solutions, but at least we're all focuseâ€¦",07-08-2015 09:41,6.30E+17,"Orange County, California",Pacific Time (US & Canada)
14748,No candidate mentioned,1,Yes,1,Positive,1,Women's Issues (not abortion though),0.6941,OhThatTyler,0,This #GOPDebate is keeping the spray tan industry alive and thriving! #bringingjobs,07-08-2015 09:43,6.30E+17,,Pacific Time (US & Canada)
3304,Donald Trump,0.4768,Yes,0.6905,Neutral,0.6905,Women's Issues (not abortion though),0.4768,amapes3,0,"Gov. Mike Huckabee @GovMikeHuckabee
.@FrankLuntz #GOPDebate analysis, ""Who won? @GovMikeHuckabee"" --&gt;... http://t.co/LDyp98eyZg",,6.30E+17,Texas State University ,
4364,No candidate mentioned,1,Yes,1,Positive,1,None of the above,1,PonziRegulation,2,16% of United States homes with TV sets tuned in to #GOPDebate. Wow. http://t.co/TRs8vMWJYg,07-08-2015 09:42,6.30E+17,Northeast Ohio,Eastern Time (US & Canada)
7681,No candidate mentioned,1,No,1,Neutral,0.6629,Abortion,1,SableViews,7,"RT @hwrudulph: Take a break from the #GOPDebate and reminisce with me on the awesome, groundbreaking badassery of #QueenLatifah. http://t.câ€¦",,6.30E+17,Washington State,
2702,No candidate mentioned,1,No,1,Positive,1,Abortion,1,McDebida,0,"RT @DanScavino: .@megynkelly,
Some results on how candidates did at #GOPDebate. #MakeAmericaGreatAgain #Trump2016 #KellyFailed http://t.co/â€¦",07-08-2015 09:43,6.30E+17,,Mountain Time (US & Canada)
12569,Marco Rubio,0.4353,Yes,0.6598,Negative,0.6598,None of the above,0.4353,mikeymo22,104,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",07-08-2015 09:50,6.30E+17,"Chattanooga, TN",Eastern Time (US & Canada)
5849,Donald Trump,1,No,1,Positive,0.6848,Healthcare (including Medicare),1,RonNussbeck,1,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a prioritâ€¦",07-08-2015 09:42,6.30E+17,,Pacific Time (US & Canada)
1241,No candidate mentioned,1,No,1,Positive,0.6667,None of the above,0.6667,BraveConWarrior,2,RT @BenjaminJS: Getting more excited for the #GOPDebate http://t.co/EfGRo33pMO,07-08-2015 09:43,6.30E+17,"Des Moines, Iowa",
11180,Scott Walker,1,Yes,1,Negative,1,None of the above,1,dmarro,0,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" â€“ Jeb http://t.co/5ImGwdRL4G #GOPDebate",07-08-2015 09:49,6.30E+17,Seattle,Pacific Time (US & Canada)
5448,No candidate mentioned,0.3943,No,0.6279,Negative,0.6279,,0.2336,alexandraheuser,0,"RT @Dreamweasel: FOX NEWS: ""Why is a smug, sexist asshole that people support bc he's a smug, sexist asshole acting like a smug, sexist assâ€¦",07-08-2015 09:46,6.30E+17,British Isles,Amsterdam
9918,Jeb Bush,1,Yes,1,Negative,0.6548,None of the above,1,TisMadameK,0,RT @palmaceiahome1: If anyone thinks Jeb Bush is going to secure the border and stop sanctuary cities their smoking crack. #GOPDebate,07-08-2015 09:46,6.30E+17,"Atlanta, Georgia",Eastern Time (US & Canada)
9735,No candidate mentioned,0.6964,No,1,Negative,0.6812,None of the above,1,JT_Bryant,5,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",07-08-2015 09:48,6.30E+17,Chicago-ish,Central Time (US & Canada)
13327,No candidate mentioned,1,Yes,1,Positive,1,None of the above,1,StugotsPuppet,0,RT @michaelkruse: I agree with @mikeallen. Marco Rubio helped himself the most. http://t.co/k7tgoYm8Bi @politico #GOPDebate,07-08-2015 09:42,6.30E+17,NJ,Quito
8920,Rand Paul,1,Yes,1,Positive,0.6818,None of the above,1,KcollinsLb,6,Easily the best part of last night's #GOPDebate â€œ@SRShowSXM: Trump takes down Rosie. https://t.co/kC62VtBf6pâ€,07-08-2015 09:41,6.30E+17,LA,Pacific Time (US & Canada)
3073,Jeb Bush,1,No,1,Neutral,0.6667,Foreign Policy,0.6667,ceg1258,4,"RT @LindaSuhler: First Republican Debate: The Candidate Report Card
.@benshapiro
#GOPDebate
http://t.co/9mFIPuCSLG

#tcot http://t.co/ZvHw0â€¦",,6.30E+17,,
14492,Donald Trump,1,No,1,Negative,0.6542,None of the above,1,SteelersNasty,0,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",07-08-2015 09:46,6.30E+17,"Small Town, Ohio",Quito
14595,No candidate mentioned,1,No,1,Positive,0.678,None of the above,1,catzzzzzpajamas,1,GmaDawny: RT RhondaWatkGwyn: #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet http://t.co/Ba4O0Kwluu,07-08-2015 09:45,6.30E+17,Everywhere,Pacific Time (US & Canada)
2443,No candidate mentioned,1,No,1,Negative,1,FOX News or Moderators,0.6484,MatthewStuart,15,Disappointed (not surprisingly) that the #GOPDebate didn't include talk about #gunviolence. This is unconscionable. http://t.co/FntnF5ZeNU,07-08-2015 09:46,6.30E+17,"Katy, TX",
8072,No candidate mentioned,1,No,1,Negative,0.6691,Abortion,1,RobertJordan16,0,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",07-08-2015 09:50,6.30E+17,"Michigan, USA",Pacific Time (US & Canada)
7433,Donald Trump,1,No,1,Positive,0.6667,None of the above,0.6552,G_Humbertson,1,No question she should be in the top 10. #CarlyFiorina #CarlyFiorina #GOPDebate #GOP  https://t.co/aWF2zNvqVo,07-08-2015 09:41,6.30E+17,Bend OR,Pacific Time (US & Canada)
12734,No candidate mentioned,1,Yes,1,Negative,1,None of the above,1,Gelz68,0,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFaiâ€¦",07-08-2015 09:48,6.30E+17,USA,Central Time (US & Canada)
7787,Donald Trump,1,Yes,1,Neutral,1,None of the above,0.6211,justanothersnl,11,They seem to have an audience full of lefty righties. #GOPDebate,,6.30E+17,,
5313,Ted Cruz,0.416,No,0.645,Negative,0.645,None of the above,0.416,nevagphx1,2,RT @DWStweets: My message from the spin room to Univision? The winner of the #GOPDebate tonight was next year's Democratic nominee. http://â€¦,07-08-2015 09:47,6.30E+17,"California, USA",Pacific Time (US & Canada)
5089,Donald Trump,1,No,1,Negative,0.6848,None of the above,1,ThatRoadLife,0,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege â€¦,07-08-2015 09:50,6.30E+17,,
8408,No candidate mentioned,1,No,1,Negative,1,None of the above,1,NathanCJohnson,0,"How everyone watching the #GOPDebate last night felt after any of the candidates gave an answer to any question! ðŸ˜’
 https://t.co/Bmz0MvesEa",07-08-2015 09:47,6.30E+17,Indianapolis,Eastern Time (US & Canada)
9169,No candidate mentioned,1,Yes,1,Neutral,1,Racial issues,1,Alee_Bono,0,RT @coryjcrowley: Oddest thing so far about #GOPDebate @IamStevenT is sitting three rows ahead of me http://t.co/oYfVREeiaX,,6.30E+17,"New York, NY",Eastern Time (US & Canada)
8199,No candidate mentioned,1,Yes,1,Negative,0.6847,Racial issues,1,s0s0str1s,682,"@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate 
Not a good thing",07-08-2015 09:49,6.30E+17,Greater NYC,Eastern Time (US & Canada)
14610,Rand Paul,0.4444,Yes,0.6667,Positive,0.3333,None of the above,0.4444,WBBIIISRA,0,"""@CarlyFiorina was one of the biggest winners Thursday night without even stepping on the prime-time stage."" -@CNN #GOPDebate",07-08-2015 09:44,6.30E+17,,
7957,Jeb Bush,0.681,No,1,Neutral,0.6652,None of the above,1,annasekulow,117,RT @JahmaolClark: If a Candidate speaks out against Mass Incarceration and #TheNewJimCrow it would be hard not to vote for them...#GOPDebate,,6.30E+17,"New York, New York",Eastern Time (US & Canada)
11444,No candidate mentioned,1,No,1,Negative,1,Racial issues,0.3333,dnvnbirch26,0,"The abortion portion of the #GOPDebate sure degenerated into one big ""Let Mommy Die"" Off, didn't it?",07-08-2015 09:46,6.30E+17,"Los Angeles,California.",Pacific Time (US & Canada)
2202,No candidate mentioned,1,No,1,Negative,1,None of the above,0.7093,LightsWeBurn,0,"RT @TUSK81: Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forgetâ€¦",07-08-2015 09:49,6.30E+17,"Ottawa, Canada",
9825,No candidate mentioned,0.4444,No,0.6667,Negative,0.6667,None of the above,0.2292,Darediva1069,271,The real nerd fun is fact checking the #GOPDebate http://t.co/UN2cj2Dotj,07-08-2015 09:47,6.30E+17,JAM â†’CAN â†’JPN,
1786,Mike Huckabee,1,Yes,1,Neutral,1,None of the above,0.6729,held_jana,0,"RT @AllenWestRepub ""Twitter declares @CarlyFiorina the #GOPDebate winner Â "" http://t.co/T1lDoQL94l",,6.30E+17,"Riverside, CA - USA",Pacific Time (US & Canada)
14799,Donald Trump,0.7021,Yes,1,Positive,0.7021,FOX News or Moderators,1,SquidMell,0,What a great #GOPDebate ! I think the Republican Party won the whole thing. They have some great candidates!,07-08-2015 09:43,6.30E+17,Georgia,Eastern Time (US & Canada)
3443,No candidate mentioned,1,Yes,1,Neutral,1,None of the above,0.6421,unicornmajik,163,"RT @AdamSmith_USA: Hey @GOP, @HillaryClinton has a few words for you regarding reproductive healthcare: #GOPDebate http://t.co/4SfORBTCap",,6.30E+17,with Carmen Sandiego,Eastern Time (US & Canada)
10497,Rand Paul,1,Yes,1,Positive,1,Foreign Policy,1,rcChurchill,28,RT @JohnKasich: Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xeâ€¦,07-08-2015 09:40,6.30E+17,"Brooklyn, NY",Eastern Time (US & Canada)
8327,Donald Trump,1,No,1,Negative,0.6556,None of the above,1,1walshcRc,69,@NPR RIP NILOY.  This is why #Islam ic #fundamentalists must die.  It's either them or normal humans.  #ISIS #IranDeal #GOPDebate,07-08-2015 09:47,6.30E+17,Sol-3,Central Time (US & Canada)
7476,Chris Christie,1,Yes,1,Positive,1,None of the above,1,RobboLaw,28,"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/â€¦",07-08-2015 09:40,6.30E+17,Los Angeles,Pacific Time (US & Canada)
1031,Scott Walker,1,Yes,1,Positive,1,None of the above,1,ScottWalker,26,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",07-08-2015 09:45,6.30E+17,,
