,text,sentiment
8550,".@FrankLuntz #GOPDebate analysis, ""Who won? @GovMikeHuckabee"" --&gt; http://t.co/fWGhqVZ9dG #ImWithHuck",Neutral
8551,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crowâ€¦",Neutral
8552,People really need to do their research on Carly Fiorina. She was extremely impressive in the #GOPDebate yesterday. @CarlyFiorina,Positive
8553,RT @AC360: It wasnâ€™t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwEâ€¦,Neutral
8554,RT @TheBaxterBean: Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badgerâ€¦,Negative
8555,"RT @GregAbbott_TX: @ScottWalker: ""Every part of the world @HillaryClinton has touched is worse today"" #Truth #GOPDebate @FoxNews",Neutral
8556,"RT @michaelpleahy: Rush: ""most important thing"" in #GOPDebate ""Carly Fiorina - 'The Dem Party is undermining the very character of this natâ€¦",Neutral
8557,After my #GOPDebate tweet-athon I think I gained 200 political satirists followers but lost 250 of my teacher peeps.  U can't win them all.,Neutral
8558,RT @MashableNews: .@realdonaldtrump went on a late-night Twitter rant against @MegynKelly after the #GOPdebate: http://t.co/dl4mWpNZzm httpâ€¦,Neutral
8559,"RT @Anergo_Teacher: Imagine a #Trump Administration dealing with a US-Russia crisis. 

WWIII #GOPDebate",Neutral
8560,"RT @LadySandersfarm: Will @megynkelly  Ever Ask Rosie to Apologize for Her Foul, Abusive, Ugly Attacks on Donald #Trump? https://t.co/zxasmâ€¦",Neutral
8561,RT @Clarknt67: I trust #trans solider @OnlyShaneOrtega to protect my freedom over @GovMikeHuckabee any day. #LGBT #GOPDebate http://t.co/zNâ€¦,Positive
8562,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",Negative
8563,RT @RMConservative: #GOPDebate: Did Cruz Trump Trump Last Night?  https://t.co/Zc1kX9yPy7 via @CR,Neutral
8564,RT @CarolCNN: #DonaldTrump under fire for comments about women @PeterBeinart @SL_Schaeffer @IWF @@MyRkiger weigh in on #GOPdebate http://t.â€¦,Negative
8565,Early in this #GOPDebate @RealBenCarson looks uncomfortable and uneasy.,Neutral
8566,hadiyah: Rand Paul rocking that Wet and Wavy. Ooh Kill'em! #GOPDebate,Negative
8567,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,Negative
8568,RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidateâ€¦,Negative
8569,"Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",Positive
8570,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",Negative
8571,"RT @RowdyGentleman: If youâ€™re planning out a #GOPDebate drinking game right now, youâ€™re a Rowdy Gentleman.",Neutral
8572,"RT @TheTexasPhoenix: He was on fire! .@GovernorPerry's ""On Fire"" Debate Performance: https://t.co/0A1w02w7SZ #GOPDebate #Perry2016",Positive
8573,#GOPDebate @FoxNews @realDonaldTrump  in 2004 you called a woman a nickel&amp;dime whore. Do you stand by that statement now running for POTUS?,Neutral
8574,THIS. #GOPDebate #GOPClownCar  https://t.co/ED40f1ZIFY,Neutral
8575,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" â€“ Jeb http://t.co/5ImGwdRL4G #GOPDebate",Negative
8576,Summary is the #GOPDebate: Status quo shit show,Negative
8577,"That pose is SO awkward. Who in the hell did she work with?  She's stiff, not natural. Kinda like the #GOPDebate last night. @Pissed_Pat",Negative
8578,Officials warn you could die playing the #GOPdebate Drinking Game...but if any of them are elected you'll die... http://t.co/VfO2Diau0y,Neutral
8579,RT @FWD_us: #Immigration fact: Undocumented immigrants paid $10.6 billion in taxes in 2010. #GOPdebate #economy http://t.co/z1v2FVruBR,Positive
8580,"RT @pattonoswalt: My daughter, just now: ""Can't we watch CUPCAKE WARS?""
Me: ""We are, sweetie. We are."" #GOPDebate",Neutral
8581,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
8582,"RT @Sanders4Potus: RT @ABCPolitics: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republâ€¦ httpâ€¦",Neutral
8583,RT @AlexAllTimeLow: Facebook logo for president. #GOPDebate,Neutral
8584,RT @CBSLAElsa: One of our producers spied me in the newsroom indulging in tonight's #GOPDebate. He said I was his #newsnerd ðŸ‘“ http://t.co/râ€¦,Neutral
8585,RT @AstroKatie: The candidates are being asked if they heard from God who isn't even an American citizen I mean come on. #GOPDebate,Neutral
8586,"RT @ag_texas: Hillary Clinton's response to the #GOPdebate: those guys are ok, but can they secure thousands of votes from illegals?",Neutral
8587,Where can I watch the #GOPDebate from last night (the 8pm one),Positive
8588,"Winners, losers, &amp; @realDonaldTrump. Here's my round-up of #GOPdebate-&gt;http://t.co/RNUNbPaWgp http://t.co/sfQIwda61G",Positive
8589,Kasich the clear standout among #GOPDebate cannon fodder. But his record contradicts statements on LGBT acceptance: http://t.co/YNucKULnjV,Positive
8590,"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate",Positive
8591,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. â€¦",Positive
8592,"RT @RedStateJake: I'd pay some serious $$$ to watch someone grill these 2 egomaniacal bullies in an interview. 

#GOPDebate #KellyFile httpâ€¦",Negative
8593,"RT @FredZeppelin12: WINNER OF TONIGHT's TWO DEBATES:

@CarlyFiorina  

#GOPDebate",Positive
8594,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
8595,No question she should be in the top 10. #CarlyFiorina #CarlyFiorina #GOPDebate #GOP  https://t.co/aWF2zNvqVo,Positive
8596,RT @Ben_Elder1155: Donald Trump to Rand Paul tonight. #GOPDebate http://t.co/jV4yfOv7xZ,Negative
8597,I had to laugh when #Huck mentioned the pimps. Get 'em all Mike! #ImWithHuck #GOPDebate #th2016 #ccot #tcot  https://t.co/lMoH591w9T,Positive
8598,RT @JonFeere: We need an hour-long debate just on immigration. Give the questions to candidates ahead of time to prepare. It'd be informatiâ€¦,Neutral
8599,@FoxNews #GOPDebate last night was good. @ChrisChristie &amp; surprisingly @RandPaul brought the fireworks.,Positive
8600,RT @JahmaolClark: If a Candidate speaks out against Mass Incarceration and #TheNewJimCrow it would be hard not to vote for them...#GOPDebate,Neutral
8601,RT @FWD_us: #Immigration fact: Undocumented immigrants paid $10.6 billion in taxes in 2010. #GOPdebate #economy http://t.co/z1v2FVruBR,Positive
8602,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain ðŸ‡ºðŸ‡¸ http://t.co/dOckSâ€¦",Positive
8603,"RT @DanScavino: .@realDonaldTrump wins 1st #GOPDebate!
#MakeAmericaGreatAgain #Trump2016 #TeamTrump #TrumpForPresident ðŸ‡ºðŸ‡¸ http://t.co/2P8dWâ€¦",Positive
8604,Great article about the craziness that was last night's #GOPDebate  https://t.co/6rwQandCFu,Positive
8605,RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidateâ€¦,Negative
8606,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",Neutral
8607,"RT @gahtbomb: Mike Huckabee: ""the purpose of the military is to kill people and break things"" #GOPDebate",Neutral
8608,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unâ€¦,Negative
8609,RT @Didikatz: Mistake to think #GOPDebate would be fun. Seeing deep sickness US conservatism has become bastardized &amp; spawned by @FoxNews vâ€¦,Negative
8610,"RT @4gen234: Hillary Clinton's reaction upon seeing Carly Fiorina won the night.
#Carly2016 #GOPDebate http://t.co/esd4F4ARNS",Neutral
8611,Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
8612,RT @DaTechGuyblog: Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry #gopdebateâ€¦,Neutral
8613,"â€œ@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",Negative
8614,What about @BenCarson2016 . The American people should hear more from this guy. Amazed me at the #GOPDebate #OutnumberedFNC,Positive
8615,RT @pattonoswalt: I loved Scott Walker as Mark Harmon's romantic rival in SUMMER SCHOOL. Look it up. #GOPDebate,Positive
8616,RT @ChadPergram: Rubio: God has blessed the Republicans with some very kind candidates. The Democrats can't even find one. #GOPDebate,Positive
8617,"RT @ShannonBream: The donor class feeds the political class, govt keeps getting bigger - says @GovMikeHuckabee #GOPdebate",Neutral
8618,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably wonâ€™t be safe, except if weâ€™re attacked â€¦",Negative
8619,"RT @ShrinkGov: Lets not pretend the bar for POTUS is very high now.  Its somewhere between sh*t and syphilis
#GOPDebate #tcot",Negative
8620,RT @ColorOfChange: Or better said: http://t.co/mXxHGYMb2a #KKKorGOP #GOPDebate,Neutral
8621,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/Pk45i5Zvk0",Positive
8622,RT @Chelsea_Elle: My favorite part of the #GOPdebate was when when they danced with snakes and spoke in tongues.,Neutral
8623,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.coâ€¦,Negative
8624,RT @Raiden679: Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate http://t.co/hagmnn1Tv7 http://â€¦,Positive
8625,RT @amaraconda: I SWEAR TO GOD IF ANOTHER CIS WHITE MAN SPEAKS ON ABORTION LIKE THEY KNOW WHAT ITS LIKE BEING PREGNANT......... #GOPDebate,Negative
8626,"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. Chriâ€¦",Negative
8627,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.,Neutral
8628,"RT @LadySandersfarm: Will @megynkelly  Ever Ask Rosie to Apologize for Her Foul, Abusive, Ugly Attacks on Donald #Trump? https://t.co/zxasmâ€¦",Neutral
8629,RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/bguDpo0iKb,Neutral
8630,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",Neutral
8631,".@TajMagruder Say it with me, GOP: Bashing .@HillaryClinton is not a campaign platform! #GOPDebate",Negative
8632,"RT @DanScavino: .@realDonaldTrump wins 1st #GOPDebate!
#MakeAmericaGreatAgain #Trump2016 #TeamTrump #TrumpForPresident ðŸ‡ºðŸ‡¸ http://t.co/2P8dWâ€¦",Positive
8633,S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,Negative
8634,RT @NumbersMuncher: Donald Trump is the guy who flips the Risk board over once he realizes he can't overtake Asia. #GOPDebate,Neutral
8635,"I mean, why should it matter if the questions were unfair? You didn't bother answering them anyway @realDonaldTrump #GOPDebate",Negative
8636,RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj #GOPDebate #FightFor15 http://t.câ€¦,Negative
8637,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate",Negative
8638,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,Neutral
8639,"#GOPDebate #GOP Marco Rubio had the best zinger of the night ""how fortunate we are to have so many good candidates while the Dems have none!",Positive
8640,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.coâ€¦,Positive
8641,RT @Bipartisanism: Get ready to play #GOPDebate bingo! http://t.co/rWgY9doZX6,Neutral
8642,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.,Neutral
8643,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,Negative
8644,RT @palmaceiahome1: If anyone thinks Jeb Bush is going to secure the border and stop sanctuary cities their smoking crack. #GOPDebate,Negative
8645,"RT @mydaughtersarmy: The debate has been hard on Ted Cruz.

#GOPDebate http://t.co/9hmr7Num6N",Neutral
8646,RT @STEEL5757: ðŸŽ€ #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo ðŸŽ€ http://t.co/QHTTX0PLDG ðŸŽ€ #CoolStuff #GOPDebate http://t.co/QJUnzjYâ€¦,Neutral
8647,RT @_rightchick: I just love @CarlyFiorina!! She owned last night ðŸ™ŒðŸ¼ðŸ‡ºðŸ‡¸ðŸ˜ #GOPDebate #ycot http://t.co/6khqpdqpn9,Positive
8648,"RT @GordonPress: I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate",Positive
8649,"RT @shannonrwatts: The average cost to U.S. taxpayers for a single gun homicide is nearly $400,000 #GOPDebate #gunsense",Neutral
8650,RT @AnneBayefsky: .@SenTedCruz: any American who leaves &amp; joins #ISIS should lose their passport. So there's no coming home. #GOPDebate,Neutral
8651,"RT @GovMikeHuckabee: The #IRS is intrusive, invasive, unaccountable, &amp; out-of-control. It must be abolished, once-and-for-all. #GOPdebate hâ€¦",Positive
8652,RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate iâ€¦,Positive
8653,"RT @pattonoswalt: ""That concludes our debate! Please welcome the Koch Brothers who will choose an ideological broodmare from our whore-stabâ€¦",Negative
8654,"RT @ShadowBard: American women take note: When @@realDonaldTrump justified his piggish attacks on women at the #GOPDebate, not 1 man on staâ€¦",Negative
8655,"RT @michellemalkin: #gopdebate Everything about Jeb Bush, Common Core, Pearson, PARCC &amp; money trail that you didn't learn from Fox ==&gt; httpâ€¦",Neutral
8656,RT @SarahHuckabee: .@USAToday calls @GovMikeHuckabee debate closing a â€œshow-stopping zingerâ€ #ImWithHuck #GOPDebate,Positive
8657,RT @DanScavino: .@realDonaldTrump has complete control of #GOPDebate stage tonight @BretBaier @megynkelly #KellyFailed #Trump2016 ðŸ‡ºðŸ‡¸ http:/â€¦,Positive
8658,"Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",Positive
8659,"RT @feministabulous: I don't always support everything Megyn Kelly says, but tonight she's my hero. http://t.co/QgwM5XG3F9 #GOPDebate http:â€¦",Positive
8660,RT @toddstarnes: And here comes the gay marriage gotcha sectionâ€¦.#GOPDebate,Neutral
8661,"RT @ChuckNellis: I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",Negative
8662,"RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ShaunKing  
@Oregonemom   @Joseph_Santoro  @BWheatnyc @S_Cosgrove @caiâ€¦",Positive
8663,RT @RMConservative: Cruz's line about #CampaignConservative cuts 2 the core of the issue with GOP &amp; also the shortcomings of #GOPDebate httâ€¦,Positive
8664,@megynkelly was the real winner last night. #FoxDebate #GOPDebate,Positive
8665,"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs",Positive
8666,Why did I have to be at a campground on the day of the first #GOPDebate?,Positive
8667,"â€œ@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged",Negative
8668,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.,Neutral
8669,RT @RobGeorge: That Carly Fiorina is trending -- hours after HER debate -- above any of the men in just-completed #GOPdebate says she's on â€¦,Positive
8670,"RT @_Holly_Renee: Just made my first donation to @CarlyFiorina.
So impressed by her #GOPDebate performance.
#Fiorina http://t.co/JLfhFvZ7ST",Positive
8671,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV",Positive
8672,"@AmbitiousPaul ""our skin does not make us who we are.. It's our brain""... How is that a sellout? #GOPDebate",Negative
8673,"Winners of the #GOPDebate as far as I'm concerned:
@CarlyFiorina 
@JohnKasich 
@RealBenCarson 
@marcorubio",Neutral
8674,"RT @rumpfshaker: Having attended @marcorubio &amp; @GovernorPerry's announcements, I assure you both mentioned illegal immigration as a prioritâ€¦",Positive
8675,"@PamelaGeller @AnnCoulter Kim/Kanye are great examples of Hillary's ""useful idiots"" that @RealBenCarson was referring to in #GOPDebate .",Positive
8676,"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate",Negative
8677,This was indeed one of Jeb's more curious statements last night. #GOPDebate  https://t.co/toUZFUii2h,Neutral
8678,"RT @billmaher: Ben Carson doubts HIllary will be the Dem nominee?? Ben, do you still have your brain-cutting tools? And a mirror? OK, lie dâ€¦",Negative
8679,"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 httâ€¦",Neutral
8680,"Me: I'm a little hungover.
David: I think you had too many candidates. #GOPDebate",Neutral
8681,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,Negative
8682,Here is another one! Poor Frank is taken a beatingðŸ˜© LOL!ðŸ˜‚ðŸ˜‚ðŸ˜‚ #GOPDebate @realDonaldTrump  https://t.co/FfkuAoetTM,Negative
8683,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://tâ€¦",Positive
8684,With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo,Positive
8685,"This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xxq1V @robinmarty",Negative
8686,Who won? Are more people talking about this picture w/ @HillaryClinton or the #GOPDebate #Kardashian #Politics #Kanye http://t.co/z6B8vwv9VC,Neutral
8687,RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://tâ€¦,Negative
8688,"@realDonaldTrump got ""trumped"" by @megynkelly #GOPDebate",Neutral
8689,Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.,Negative
8690,"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate",Neutral
8691,Best summary of the #GOPdebate that I've encountered @girlwithnojob https://t.co/Fufean0xkW,Neutral
8692,Liberals went from experimenting on patients in mental institutions to working for #PlannedButcherhood  #GOPDebate,Negative
8693,"""But what about the next 10 words?"" - @Pres_Bartlet #GOPDebate",Neutral
8694,Chris Wallace wanted Trump and Bush to throw some hands. #GOPDebate #DonaldTrump #JebBush http://t.co/Q3BpYSeSuE,Neutral
8695,RT @Number10cat: I'm just glad there isn't a swimsuit round #GOPDebate http://t.co/tiTzlo93OF,Negative
8696,RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate,Negative
8697,"RT @ergeekgoddess: Yo #GOPDebate, I'm really happy for you, I'mma let you finish. But #JonStewart had one of the best TV shows of all time.â€¦",Negative
8698,#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy,Positive
8699,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,Negative
8700,RT @bazecraze: Ted Cruz looks like someone put a suit on a sigh. #GOPDebate,Negative
8701,"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",Positive
8702,RT @allegrakirkland: .@realdonaldtrump shared some inspiring applause lines at last night's #GOPDebate: http://t.co/5hWdKfgPxA http://t.co/â€¦,Positive
8703,"RT @ArcticFox2016: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/TtFG7KYcd9""",Neutral
8704,Bring on the Democratic Debate already. Please &amp; Thank You #GOPDebate,Neutral
8705,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.coâ€¦,Positive
8706,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,Negative
8707,Carly Fiorina Runs Circles Around Chris Matthews Over Hillary's Record - YouTube https://t.co/B9P8WG3ixz #GOPDebate,Neutral
8708,"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xâ€¦",Negative
8709,"RT @billmckibben: Glad to see climate change a key theme of tonight's #gopdebate. We may differ on solutions, but at least we're all focuseâ€¦",Positive
8710,"Who won #GOPDebate? Why, the candidate I liked already. Can't you see? It's so obvious!",Neutral
8711,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",Negative
8712,"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebateâ€ â€¦ Why am I not surprised? http://t.co/tkpEsoOEZT",Negative
8713,The real nerd fun is fact checking the #GOPDebate http://t.co/UN2cj2Dotj,Negative
8714,".@BillHemmer Did you ask Romney if his ""moment had passed?""  Would you have asked Reagan in 1980 the same? Worst question of the #GOPDebate",Negative
8715,RT @alainasmith_: Really impressed with Dr. Carson and Senator Rubio tonight #GOPDebate,Positive
8716,Giving credit where it's due: I thought all three #GOPDebate moderators did a great job. They took it to the candidates.,Positive
8717,Donald Trump &amp; Hillary Clinton deserve each other. I guess if the parties nominate these 2 phonies then America deserves them too #GOPDebate,Neutral
8718,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate httpâ€¦,Negative
8719,"RT @senatorshoshana: ""Ronald Raven"" #GOPDebate http://t.co/bymorRA7Bc",Neutral
8720,"RT @sallykohn: Hey look, itâ€™s 10 men standing on a stage arguing why they should get to control womenâ€™s bodies and choices. #GOPDebate",Negative
8721,I didn't watch all of last night's #GOPDebate (because I can't even..). Was there anything about civil rights or climate change?,Neutral
8722,RT @thehill: #GOPdebate winners and losers: http://t.co/s7s6XDovF7 http://t.co/MXbq7LBLgZ,Neutral
8723,RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/XrmlHwo1NV,Neutral
8724,Usa is waking up!! #GOPDebate,Positive
8725,"BEST. POST. EVER. 10 wtf quotes from last nightâ€™s gop debate, gif-edhttp://www.nylon.com/articles/gop-debate-quotes via @nylonmag #GOPDebate",Neutral
8726,"RT @joehudsonsmall: ""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopefulâ€¦",Negative
8727,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA @LessGovMoreFun http://t.co/oheKLwZARc",Positive
8728,RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Donaâ€¦ http://t.co/jAqjwnndgB http://t.co/4WblZpp8lJ,Neutral
8729,Why is everyone giving @megynkelly a hard time on #GOPDebate? She did a great job asking tough questions. We need that now more thanever!,Positive
8730,RT @MrPooni: Fox News trying to convince us young Black Americans are more worried about ISIS than police terrorism #GOPDebate http://t.co/â€¦,Negative
8731,"RT @Anergo_Teacher: Seriously, #Trump is dangerous for the whole world. #GOPDebate",Negative
8732,RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj,Negative
8733,@megynkelly you disgraced yourself last night... #GOPDebate,Negative
8734,"Oooh, so Fox News also doesn't want Trump to be president. #GOPDebate",Neutral
8735,@realDonaldTrump has issues with women 4 ex wives &amp; a daughter -Obama has 2 daughters 1 wife &amp; is Very Respectful #gopdebate #msnbc #cnn,Negative
8736,"If it don't free us, it enslaves us. Dr Brittney Cooper #GOPDebate @ProfessorCrunk @CTS_Chicago @OneNabi @DrValerieB",Neutral
8737,"RT @FoxNews: .@JebBush: As governor of Florida, I defunded #PlannedParenthood. I created a culture of life in our state #GOPDebate http://tâ€¦",Positive
8738,Here is another one! Poor Frank is taken a beatingðŸ˜© LOL!ðŸ˜‚ðŸ˜‚ðŸ˜‚ #GOPDebate @realDonaldTrump  https://t.co/FfkuAoetTM,Negative
8739,"RT @LAXnOREOS: Meanwhile, in the White House...  #GOPDebate http://t.co/mFs7ixFOVC",Negative
8740,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,Positive
8741,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,Negative
8742,"RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T

#GOPDebate",Negative
8743,RT @STEEL5757: ðŸŽ€ #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo ðŸŽ€ http://t.co/QHTTX0PLDG ðŸŽ€ #CoolStuff #GOPDebate http://t.co/QJUnzjYâ€¦,Neutral
8744,RT @richarddeitsch: .@FrankBruni on #GOPDebate is a writer at the top of his game: http://t.co/jTs30aLyUi,Positive
8745,RT @Raiden679: Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate http://t.co/hagmnn1Tv7 http://â€¦,Positive
8746,Why did I have to be at a campground on the day of the first #GOPDebate?,Positive
8747,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",Neutral
8748,"Everybody loves Carly the Cinderella. Compared with the dwarfs at the other table, she was the afternoon delight. #gopdebate",Positive
8749,RT @LisaVikingstad: Ted Cruz at the #GOPDebate will be like Ted Cruz in bed. He will keep a confusingly sad look on his face and refuse to â€¦,Negative
8750,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",Negative
8751,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate htâ€¦",Neutral
8752,RT @pattonoswalt: They're talking about Hilary like she's John Wick. I love it. #GOPDebate,Positive
8753,Just had a great time taping @News12NJ for Power&amp;Politics. Had fun with @waltkane talking about #GOPDebate. Thanks @KarinAttonito. Watch it,Positive
8754,"RT @Franklin_Graham: 1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.câ€¦",Positive
8755,RT @lindacohn: Trump showed he didn't belong but did GOP a favor. Better ratings &amp; he brought out personalities and ideas of other candidatâ€¦,Positive
8756,"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://tâ€¦",Negative
